Time		Subtitle		Translation
00:04:07				那就说明市场处于下跌的行情 
00:04:10				这样我们再结合 
00:04:11				策略去使用的话 
00:04:13				像这里的所有的多单都不会开 
00:04:16				都可以完 
00:04:17				整的规避掉 
00:04:18				我们来做个假设 
00:04:19				大家可以看到 
00:04:21				首先我们的XO 
00:04:22				指标已经出现了买入信号 
00:04:26				同时MACD对应的也是绿色的柱子 
00:04:31				这是满足的第二个条件 
00:04:32				那么第三个条件呢也满足了 
00:04:35				在白线之上 
00:04:36				那这就是一个很完美的开单信号 
00:04:39				我们可以想象一下如果你在这个时候 
00:04:41				做了一笔多单 
00:04:42				然后把止损放在前低之下 
00:04:44				然后盈亏比 
00:04:46				是不是可以放到非常的大 
00:04:48				如果是移动止盈的话 
00:04:49				那这笔交易啊你会吃的非常非常的饱 
00:04:52				相信看到这里 
00:04:53				你已经明白如何使用这个策 
00:04:55				略进行交易了 
00:04:56				但是呢不要着急 
00:04:58				作为一个量化的交易员啊 
00:04:59				我不太习惯盯盘操作 
00:05:02				为此我将此策略的三个指标 
00:05:04				整合之后写成了自动交易策略 
00:05:07				我在整合之后呢他不但利于回测哦 
00:05:10				还能减少我们盯盘的辛苦 
00:05:12				并且交易的纪律性呢也能得到保证 
00:05:15				这个就是策略的表现情况 
00:05:16				我们可以看一下 
00:05:17				从2019年到现在 
00:05:19				他的表现还是比较比较稳定的啊 
00:05:21				那么这个策略呢我尽量的把 
00:05:23				参数 
00:05:24				都保留下来了 
00:05:25				那么如果你想改参数 
00:05:26				那你就可以很方便的在策略里面改 
00:05:28				而且这个策略的多空我也写好了 
00:05:30				如果你只想开多单那你就做多 
00:05:33				那你做空单你就做空 
00:05:35				如果你都想开启那你都开启 
00:05:37				那么这些参数啊 
00:05:40				还有交易周期自行的去修改 
00:05:42				OK视频就录到这里 
00:05:43				如果你有疑问可以在评论区留言 
00:05:46				需要策略呢也可以直接联系我 
00:05:49				你现在需要做的就是把订阅 
00:05:51				点赞给安排上 
00:01:59				当市场 
00:02:30				在样式这里 
00:05:38				它需要根据你的这个交易品种  
